x_val,future
"[ 50 100 117 117 117 117 126 117  50 117 117 117 100 100 100 172   2  93
  97  93  93  93  93  93  46  93  47  93  93  76  93 180]",[ 93 169 100  15 100 100 100 100]
"[160 113 180  37  76 117 180  92 117 180 160  22 123 160  92  56  89 160
  42  76 180 160  99  22 180  37  92 171 117  97 160  97]",[160 124  47 160 171  97 180 160]
"[180 145  15  99  97 159 159 170  89 170  89 170  89 145  15 170  89  50
  47 130 130  90  90 169  37  79  65  24 143  55  40 143]",[ 40  55  21 169  75  47  37 156]
"[105 117  54  97 105 117  57  97 180  54 105 117  54  97 105 117  57  97
 180  54  97 180  97 180 160 180 160 180 160  99 160  99]",[ 99 126 160  99 160  99 126  42]
"[168  37 142 142 142  17  80  80  19 172  19  21  21 142  21  21  61  38
 168 168  67 168 168 151  80 172 170  99  89 119 171 129]",[172  99 156  76 156  95  95  95]
"[ 97  79 100 121  97 147 113 147 113  84 180  84 180   5  47   5  47  77
  37  77  37  79  65  79  65  75  55 156  24  38  21  38]",[ 60  76 172 145 145  91  15  68]
"[ 99  73 104  67  67 170 104  67  80  67 126 104  92  42 137 104  82  82
 170 104  82 168  82  42   9 126 160  95   9 110 110 171]",[110  67 110  52   9  42 170   9]
"[ 91  91  24  71  71  24  71 174 120  75  58  75 132  51  49   8   8  60
  90 158  71 158  91 159  91 159  58  49  23  80  44  49]",[80 44 49 23 80 44 49 23]
"[ 69  92  21  69  17  21  69  92  21  69  37 142  69  17 142  92  69  99
 142  50  69  92  21  69  99  21  92  69  17  21  37 179]",[ 21 179  89  21 179  89  21 179]
"[ 22  98  15  42 145 169 145  42 126 180  42 126 169 126  42  56 176  37
  42 126  22 126  42 126  42 126 162 171 160 126  11 162]",[117  11 126 171 126  11 126  11]
"[127 123  28  92  28 123  28 123  28  92  28 123  42 127  89 160 162 123
  11  42 171  89  11  42 170 160  11  42  52  93  28  92]",[92 28 92 28 92 42 92 28]
"[ 46 113  50  46  16  46  50  22  47 170  22  16 170 172  97 126 172  25
 172 126 172   2  44  99  25  99  46 113  50  46  16  46]",[ 46  57 169  99 169  84  99  76]
"[142  49  36  49 142 152  36  49 142 152  36  49  80  54  29  62 139  62
 157  62 157  62 157  62  80  54  91  32 139  32  43  32]",[ 32  43  32  56 127  62  62  62]
"[130  60 130  60 129  55  60 144  60 144 129  55 129  55 129  55  40  55
  24  60  55 129  55 129  55 129  24  60  40  55  55  40]",[129 129  55 129  55 129  55 129]
"[124 139  38 165 172  38  93 139 117  46 165 122  56  93  38  76 117   2
  56  93  38  18   2  57 122  76 117   2  38 127  56 162]",[172 171 113  52 145  97 126 145]
"[180  37  92 126 180  37  92 126  42 126  11 126  12 180 160  78  11 126
 176 180 160  11  33 160  11  27 126  68 180 160  34  11]",[ 12 180 160  11 126 180 160  11]
"[ 89 171 174  22 171  89 169 156 114  43  89 174 114  43  89 174 114  89
 171 174  22 171  89  24 156  76 125  89 174  76 125  89]",[122 125 123 125  30 122  25  97]
"[ 84 177  84 177  84 177 177 177  45   2 160 110 139 177 110 168 177 110
   2 177 110  67 177   2   2 135 110  67 177   2   2  84]",[ 67 160   2   2 177 110 139 177]
"[ 67 142  15  38  99  80  47 142  11 142  89 142  11  59 156  67 102  67
 142  38  46  76 162  76 169 145  50  99  11  99  37  15]",[100  18 155 105  61  48 140 152]
"[ 99  22 171 171 145  99 171 171 169  30  22 171 169 176  22 171 169  30
  22 171  56  30  30 160 169  30  22 171  56  30  30 160]",[ 21   2 171 107 160  46  21   2]
"[105 145  18 162 165 145  18  11 105 145  18 162 165 145  18  11 105 145
  18 162 165 145  18  17 105 145  18 172 165 145  18  11]",[ 50 100 172 124  50 100  11 155]
"[160 145 123 160  52 180 160 171  15 160  42 160  15 160 171 180 160 171
  15  52 160 171  42 172 160 162  89  46 160  56  89 171]",[172  28  42  28  50  28  42 159]
"[159 159 140  51 120  51  71  71  68  71 146  51  51 159 159  71  68  71
 146  51  51 159 159  39  39  58  58  39  39  58  58  39]",[ 58  58  39  39  58  58  11 181]
"[ 28  92  28 123  42 127  89 160 162 123  11  42 171  89  11  42 170 160
  11  42  52  93  28  92  42  34  28  92 126  12  28  11]",[ 34  28  92 170 127  11  42 162]
"[ 21  46  22  76  46  47  28  17  42  50  47  50 113  92  77 165  17 100
  37  77  93  28 100  37  52  46 165  17 169 113  92  85]",[ 11 143  76  97  15  37  11  99]
"[ 76  99 172  17  52  28  50  47  99  97  50  47  99  97  50  47  99  97
  50  47  22  92  46  50  76  99  22  92 170  89  50  47]",[113  50  47  92 113  50  47  92]
"[ 29  69  69  87 165  89 135 135 135 165 128 128  89 128 135 128 151  44
  89 151 135 151  44 151 151  89 151  20 135 151 113  89]",[ 69 147 113 147 147  89 147  69]
"[102  59 178  15  37  92  42 169  22  56  38  56  22 169 145  42  92 164
  42 154 145 164  42  82  92 168  37 142  15  38 123  56]",[ 38 123 142  15  38 123  56 113]
"[ 39 170 125   2  90  56 103 153  56  39 122 168  82  33  35 157 116 139
  90 157  30  90  21  90  30 131  90 122  39 131 123  28]",[ 92 125   2  90  56 103 153  56]
"[171  42  56 172  28  42 172  93  56 171 117 162  52 165 172 145 117 160
 145 123 171  42 117  37  42  15 172 126 117  28 126 123]",[126 117  28 126  97 171  42 123]
"[170  97 172  76 169 145  97 169  76  89 172 170 172  21  17  76 170  76
  38  99  89  76 169  76 142  92  76 169  76  76  17  89]",[170 172  46  16  22 170  22  76]
"[ 31  31 154 104  66  31  31  31  31  31  31  31 142  21  66  31  31  31
  31 114 111 104  66  31  31  31  31 136 101  31  76  89]",[ 66  56  76  89 111  66  76  89]
"[ 29 169  17 169  53 172 144 144  17  49  42 144  50  47 144 155  47 144
  17  49  42 144  11 129  28 131  17 129  37 100  40 175]",[124 162 100  93 143  18 143  11]
"[113  46  39  16  46  50  46  39  16  46 126   2 153 161   2  22  33 168
 107  39 168 126   2  39 153   2 126   2 159  36   2 126]",[  2  43  33   2  76  51  67 176]
"[122 144  80  80  88  38  36 142 102  80  53 142  56  46 144  50  47  52
  28 162  11 172  17  52  28  50  47  49  36  49  53 145]",[169  56 162  53 169 145   5 144]
"[157  71  42 171  71 114  31 171  71 162  50  22 171  43 126  57 180 126
 180 178 126 180  57 126 180 126 180 177 117 180 171 135]",[ 22 180 113 169  14 180  22  22]
"[ 17  15  17 120  47  17  89  51  17  51  15  99  17  99  90  15  50 160
 129  80   2  38 120 172 172  51 126 145  17 168 116  38]",[ 71  22  22 120 145 170  92  82]
"[ 89  89  89  89  89  16  87  25 174  87  44 113  89  25  97  44  89  16
  47  44  89 151  44 180  89 170  91   6  89  39  69  48]",[163 163 163 163 163 163 163 163]
"[165 172  42 172  37  56 172  42 165 172 165  42 172 165  56 165 172 145
 165  56 145  56  37  38  56 145  17  56 145  56 169  38]",[172  17  56 172  56 169  80  56]
"[ 22  21  30  22  67 174 171 168 174 139 171 142 174  21 171  67 174 169
  76 156 169  76 156 169  43 160  99   2  43  42   2  43]",[  2 125 123  92 139 125  89 139]
"[ 18 124 160  18 124 160  46 122  18 124  46 160  46  18 123  56  17  56
  18  47 162 160  56 165 123  17 165 123 160  56 165 123]",[ 28 171 124  47  28  47  28  11]
"[ 52  57  22 171  52 180 170 126  42  11  92  11 117 126 171 162 160 126
 171  52 126  52 170 127 162  22 171 123  52 170 126  42]",[92 93 42 52 22 28 42 52]
"[ 50  47  50 113  92  77 165  17 100  37  77  93  28 100  37  52  46 165
  17 169 113  92  85 124  11 143  76  97  15  37  11  99]",[ 97  99  44 151 165  97  15  89]
"[117   2  56  93  38  18   2  57 122  76 117   2  38 127  56 162 117 172
 171 113  52 145  97 126 145 123  42 145  15 171 145 180]",[145 123 172 126 124  11 126 180]
"[160  39  93  92  42 103  52  42 161  92   8 123  89 160  42 160  89  33
 117  28   8 160 161  99 160 103  28 116 123  89 160  42]",[ 89 160  89 123  89 123 117 103]
"[138  56  18  83  76  76  44 107 151  25 128  22 170  44 138 151 138  56
  30  21 138  30  93 153 135 135  44 107 151 151 128 138]",[138  30 138  56  42  93  56 123]
"[ 29 131  29 131 171  46 106  56  38 106  46  64  30  64  30 173 131 173
 173 173 173 173 173 173  50  50  50  50  50   5  79  41]",[108 145  52  40 169  40 100  37]
"[ 76  42  56  17 171  42 172  17 171  42 172  17 162  42  56  17  46  42
  56  17 162  42 172  17 162  42  56  17 162  42 172  17]",[ 42 172  17 171  42 169 165  56]
"[179  47  80 180 179  15  80  89 179   8 179   8 179   8   8   8   8   8
   8   8   8 112  71 112  71  61  24  61  24  61  24  61]",[61 24 61 24 61 24 97 15]
"[143  76 169 162 171  44  76 171  76 171   8  76 172   2  22  56  22  56
  22   8  56  56  21  22  56 171  56 169  16  56 171  56]",[ 76 171  76 171  33  76  76   2]
"[169  38  22 169  38  11 124 162 171 171 162  92   2 171 146 162  56 171
  62 162  38  52 107 162   2 153 131 122  38  74 106 126]",[162  52 126   2 162  52 162   2]
"[168  22 142 169  38 145  56  42  76  99 172  99  44  97  89  97  89  22
 172 169  99  18  97  22  37  97  56  92  76  99  44  97]",[ 97 172  89  76  99  18  97  15]
"[102 159  38  38 103  22 162 145 104 103 102  67  90  21  21 159 162  76
 170 103 154 104 110  59  67 168 139 142  21   2  46  76]",[172 171 169 170 126  50  99  92]
"[150 150 150 159 159 159 159 159 159 159 159 159 159   5   5  60 144  60
 144  60 144  60 144  17  50  93  47 132 143  17 165  11]",[ 99  97  50  47 145  15  52  28]
"[100 168 113  21  92 170 113  21  44 125  89 171  44 125 105 143  97 169
 105 143 105  21  97 170 105  21  44 125  89 171  44 125]",[135 123  76 127 135  54  86 117]
"[ 59  35 144  73  73   5  35  73  10 154 164  59 144  15  18  28  93  15
  18  47 155  37 100  28  93  15  18  17 165  37 100  28]",[ 11 124  17 165  37 100  42 123]
"[168 166 110  35 168 125  20   9 107 166  35  87 104 110 180   2 166 122
 168   2  68  20 153 166 137  87 166 137   9  35 104 110]",[110 166 102 168 139 122  21   2]
"[144  88  80 144 102  80  88 122  46 144  46  88  56 143 162  56  53 122
 122 153  34 142 129 102 164  59  55 102 142 122 144 122]",[ 38  36 142 102  80  53 142  56]
"[ 89  86 180  37  37  87  47  89  89  87  47 117  89  89  55  89 100  37
  37  89  37  37  89  37  37  24 180 100  37  40  47  86]",[100  37  37  55  89 100  37  37]
"[100  66 117 113  66 117 113  66  97  47  97  47  66 180  89  66 180  89
  58  84  78  58  78  78  78  78  84  57  44  57  44  84]",[117  84 100 117  84 113  97 113]
"[ 23 147 147 151 151  58  58 121 121  79  79 159 159  19  19  10  10  98
  98  98  98 178 134 178 134  83  83  83  83  83  83  83]",[83 83 83 83 83 83 83 83]
"[123 112  18  18  18  18  18  18 155 155  62 127 127  72 181 181  10 152
 165 165 165  29 152 165 165 165 152 165 165 165  10 152]",[165 165  29 165 165 152 165 175]
"[ 28  92  42  92  28  52 155  28  11  50  11  28  11  28  11  50  11  28
  52  28  92 145  92  28 169  92  28  92  52 145  92  64]",[ 52 181  28  11  50  11  28  11]
"[157 177 103 106 162 112 132 112  71 172  74  90 112  71 112  71 172  74
  90 112  71  74  90 171  62 116 173 159 179  90  52 146]",[146  11  49  12 139  88  12  88]
"[ 22  22 126   2  22 169  22  42   2  99 160 139   2  76  76 126   2  76
 171  76  67 180 117 110  67 139 139 160  67 139   2 139]",[ 82  89 123 104  82 139 139  42]
"[145 169 145  17  47 145 170  15  50  17  89  50 169 113 170  50 170 172
  97 145  99 145 170  99  17  89  99 169  50  92 113  50]",[126  99  44 126 172 126  99  44]
"[ 44  47  25  97  39 170 113  47  89  86 180  37  87  47  89  87  47 117
  89  55  65  37  37  37  37  37  24  86  40  55  86  97]",[ 37  55  89 100  37  24 180 100]
"[104 110  59  67 168  80 142  21  38   2  46  76  22 172 169 170 145 126
  50  42  99  11  92  17 160  37  28  94  94  94  94  94]",[94 94 94 94 94 94 94 94]
"[ 80  29  10  10 102 157  80 131 173 173 139 148 112 112 139 148 112 112
 112 112 112 139  30  80 131  29  29 122  28  42  29  29]",[ 29  11  29 122  17  29  29  80]
"[ 22  92 131 113  92 157 123  92 131  28  92 170  54  89 157  44  89 157
 117  89 157 123  89 135  54  28 174  93  28   3 117  28]",[ 97  28  42 127 123 125  44 123]
"[ 34  28 169  64 161  52 129 106  52 142  28  22 136 169  22 131 161  22
 144 106 162 102  47 162  55  37 162 142  37 169 135  99]",[ 21 100 171 129  37 171 130  58]
"[146 157 146 157 176  27 157 146  27  27  27  27  27  27  84  84  84  84
  84  84  67 117 110  67 139 139 177  67 139   2   2 139]",[ 76  76 177   2  76 171 171  76]
"[ 46  52 172  17  76  76 100 170 169  55 162  76  43 170 169  40  46 142
 100 162  46  37 170 139 142 162  46  50  21  21  97 169]",[ 99  38  46 145  22  37  76  76]
"[180 126 153  52  22 126 102 181 162  70  46 122 162 102 181 162  56 142
 162 102  47 144 106  82 123 118 153  59 124 144 106  82]",[ 56 153 122 168  56  59 113  46]
"[122  46   5  56 162  55  46 142  79 122  38  79  46  56  55 162 172 144
  88  35  73 144  35  73  88  35 164  36  35 154  53  73]",[154  35  53 164  73  88 144  35]
"[172  89  99 119 171 129 119 172  99  76  99 111 111 162  11 111 111  76
  99 162  11 111 111  76  99 114 114 169  37 114 114 171]",[ 65  65  99 151  76 148  21  53]
"[165  29 161  29  71  17  99  42 161  29 103 117 177 177 135  37 160 177
  97  32  32 159  32  32 103 103 123  62  62 157 126 145]",[103 123 103  20  50  42 116  93]
"[157 122 122 157 157  21  21  43 177   2   2  98  45   2   2 106 162 110
 110 106 171  59  59 153  56  82  82 125  56  82  82  88]",[ 56  56 125 123  56  56 125  47]
"[ 55  24  60  55 129  55 129  55 129  24  60  40  55  55  40  40 129 129
  55 129  55 129  55 129  55  12 107  12 107  12 107  12]",[ 12 107  12 107 129  55 130  60]
"[147 101  91 147 101  19 155  19  19  19  19  19  21  19  19  21  19  19
  38  19  19  21  19  19 142  19  19  80  19  19 151 151]",[ 21 142 142  77  77 142 134 134]
"[ 29  29  80  29  11  29 122  17  29  29  80  88  29  29  80  17  28 131
 131  82 131 160 131  80  28 131 131  82  28 131 131  56]",[ 88  88  21 160 122  17 173 173]
"[170 157 171 153 157 125 157 170 157 171   4 157 125 157 125  43  50 107
  43 107  43 125 157 107  30 157 125 157 170 157 171 153]",[125 157 170 157 171   4 157 125]
"[162  93 123  22  28 123 162  93 180  11 180   2  93 180  11 180 171  93
 123  89 123 162  93 123 160 123  22  93 123  92 123 161]",[123  92 123  93 123   8  92 123]
"[145  22  37 145  42 145 153  28 145  42 145 153  28 145  42 153 145 106
  28  50  11 106  50   4  28  42  92   4  42  70  28  50]",[ 70  50  28 145  42 145   7  37]
"[165  47  28 120  17  33  47  37  92 116  17  92  37 120  47  28  17 160
  17 120  28  51  47  89  90 160  90  37 160  90  89  90]",[ 89  51 160  97  15  51  37 116]
"[ 20 123  20  42  20 123  20  42  20 123  20  42  43  97  98 125  99  98
 125  97 143 104  89 170 169 171  22  76 105  99  97  76]",[ 99  97  76 105  99  97  98 105]
"[165 123  17 165 123 160  56 165 123 172  28 171 124  47  28  47  28  11
 162 123 172  89 171  11  56 165 123  28 117 124  28  56]",[113 123  22  28 171 124 180  28]
"[  2 126 160  76 145 160  56 136 117 171 107 117 171 135 117 171 170 157
 171 153 157 125 157 170 157 171   4 157 125 157 125 157]",[126 176  99 146  42 103 145  94]
"[ 92 169  50  47  92 172  17  99 180 169  76 126 169  97 172  22  92  50
  47 169 172  99  50 155  52 169  37  92 100  50 126 165]",[ 17  97 126  50  47  92  50  37]
"[ 89  89  25  97  44  89  89  16  47  44  89  89 151 180  44  89  89 170
  91   6  89  89  89  89  89  89  89  89  89  89  89  68]",[87 89 89 89 89 89 89 89]
"[ 83  42  92  37  42  83 145  42  92  92  42  92  37  42 126  42  92  92
  42  92  37  42 126  42  92  92  42  92  37  42 126  42]",[ 92  42  92  37 126 117  99 160]
"[171 171 171 169 126  99  22 171 171 145  99 171 171 169  30  22 171 169
 176  22 171 169  30  22 171  56  30  30 160 169  30  22]",[ 56  30  30 160  46  21   2 171]
"[ 17  46  16  50 170  92  50 170  73 137  92  50 170 137   9  11  50 170
   9 104  92  50 170 104  59  11  50 170  59 104  92  50]",[104  35 160  99  52  35 154  37]
"[ 52  22  52  22  52   8  22 170 171 170 171 170 171 170   8 171 145 169
 145 113 169 145 169 170 153 172  76 172  97  76 172  76]",[125 162 172  76 172  97  76 172]
"[ 42  92  42  11 117 126 171 162 160 126 171  52 126  52 162 113 170  50
  22  92 170  50  46 171 170   2 180  92 122  21   2  56]",[ 22 171 170  52  93  22 171  52]
"[172 139  22 162  38  22 162  82 172 162  80  56  46   2  38  73   2  38
   9  50  35 162   9  50  35 162  59 145 102   2  59 145]",[  2 102 172  80  56 102 172  80]
"[128 128 180 128 147  25 151 147 113  47 147  16 147  44 128 128 180 128
 147  25 151 147 113 113  48 113  48 113  48 113  48  97]",[ 47 155 120 155 120 155 120 155]
"[ 42  18  11 155 145 100  50  93  42  18 169 113  52 165 145 100  52 165
 170 117  52 165 172  93 171  44 172  93  76  57 162 155]",[ 57   2 105  46 181   2 105 122]
"[ 92  37  47 113  37  47 113 100 169  22  46 142  58  22  46 142  39 120
   5 120  41 120  77 120   5  33  55  24  36 120   5   5]",[ 78 179 179  39 147 147 159 121]
"[ 22  97 126 170  89 172  76 170 172  89  46   2  44 172  76  89 122 142
 172  76  89   2  46  47  52 172  17   2  46  52 172  17]",[ 76  47 170 171 160  76 162 170]
"[146  50  15  50 148 145  29  29  15 132 160  29  17 165  29 152 165  29
  15 132 160  29  28  88 123 157  15  88  47 155  88 152]",[ 93  52 155 127 129 181 129  28]
"[  2 124 142   2  28 122 172  11  38 172 124   2 172  97 122 171 123  38
 145 117  56  42 165 172  11 124 171 145 160 162  11 124]",[126  17 162 172 124 126  11  28]
"[ 50  17  28  50 145 100  50  11  50  52 165  42  17  42  50  17  28  47
  17 145  11  37 100  11  52  99  17 155  99  52  99  17]",[ 99  52  99  17 175  99 169  50]
"[ 97 126 101  80  98  67 126 168  58  15 169  34 169 100  99  98  99 147
  44  50 147  16  50  76  22  44 172  99 169 172  89  99]",[113  92  87  92   5 120  50   5]
"[ 76  46   2  37  46   2  38  92   2  38  21  38  21 122  47  21 122 142
  92 122 142 139 142 139 142 180 168 139 142  92 139 168]",[ 59 110 104 117  95 137   9  43]
"[ 94  94  94  94  94  94  94  94  94  94 125 151  23  16 113  47  89  16
 113  47  89  25 113  97  89  16 113  47  89 174 113 180]",[ 87  15 113  89  89  89  89  89]
"[ 52  28 171  15 172 180 123 124  11  17  42 126 145 160  52  28 171  15
  52  28 171  15 172 180 171  15 172 180 162  47 172  15]",[ 47  76  97 162  47  76  97  46]
"[ 69 170  80  69 170 168  69 170 142  78 169  80  78 168 169  67  78  59
 169 168  69 170  67  69 168 170  80  69 142 170  21 179]",[ 21 179 170  21 179 170 122 179]
"[122  56 145  22  52   2 124 162  52 122   2  28 126 162  52 142  38  42
  22 169 122  56 145  22  52   2 106 110 102 122   2 162]",[180 126  11 126  28  52 162   2]
"[ 65  65  65 171  24  86  86  86  58  58  58  46 135  51  37  37  37  37
  37  37  37  37  46  37  37  37   2  21 160 160 160   8]",[ 17  17 125  92  92  92   2  92]
"[145  42 118  11  72 145  46  68 125  17  88  46  88  17 172  56 142 145
  17  53 122 142 102  80 144 172 120  17  52 172  46 122]",[ 60  28 146 146  88  60  49  29]
"[ 97 169 145 169 145 125 169 170 171  97  76 171  76 171 143  76 169 162
 171  44  76 171  76 171   8  76 172   2  22  56  22  56]",[  8  56  56  21  22  56 171  56]
"[ 92 104 110  59  67 168 139  89 142  21   2  92  46  76  22  76  46   2
  37  46   2  38  92   2  38  21  38  21 122  47  21 122]",[ 92 122 142 139 142 139 142 123]
