x_test,future
"[171 117  12  12  12  12  12  12  12  12  12  12 171 117 115 107 115 107
 115 107 115 107 115 107 171 127 146  62 146  62 146  62]",[ 62 146  62 171  62 146  62 172]
"[ 92  52  28 171  92  22  28 162  92  22  28 171  92  52  28 171  92  22
  28 171  92  52  28 171  92  52  28 170  92 145  93  22]",[109 161 109 161 109 161 109 161]
"[169  22  33  92  22 169  22  51  92  76 171  76  39  92  22 169  22 103
  92 171 170 171  58  92 169 126 169   8  92 170  42 170]",[ 92 145  42 145  92 145  42 145]
"[117   2  76 171 171 160  76 171 126 171  37  56 123  89  21  56 171 171
  42  56 171 170 171  99   2 180  92 142   2  22  22 126]",[ 22 169  22  42   2 160  99 139]
"[160  51 180 160 103 123 160 161  89 160   8  42 160  89 160  93  92  33
  28  92   8 126  92 161  28  92 103 117 160  33  89 160]",[ 42 160  89 160 117 160  51  28]
"[ 89  17 180  17   2  44  17 180  17  76  89  17 180 104 143 113   6 147
 130 119  65 147  76  47  16  22  16  22 119  97 130   6]",[163 130 104  44 151 110 151 110]
"[ 67 126 104  92  42 137 104  82  82 170 104  82 168  82  42 104  89  99
  73 104  67  67 170 104  67  80  67 126 104  92  42 137]",[ 82  82 170 104  82 168  82  42]
"[ 17 172  82 145 123 127  47 155 123 127 124 181  89  44  15  18  47 155
 136  47  15 136  28 160  17 136 129  42  50  15 145  47]",[123 171 124  10 159 135  88 135]
"[ 21  89 170  76 135   2  46  69 170 172 174  76  22  69  50 170 172  22
  50 170  47  76  46  47  52 172  99   2  46  52 172  17]",[ 76 100 170 169  55 162  76  43]
"[180  43 110  82  67 168 139 142  34 180  21   2  56  76  22 171  34 180
 169 170 145 126  76  18 142  76 142  67  61  76  18 142]",[142  67  61 142  18  67 142  67]
"[145 171 124  56 171  15 145 171 117 162 169  18 145 169  15  22 180  38
 123  22  38  97 142   2 124 142   2  28 122 172  11  38]",[124   2 172  97 122 171 123  38]
"[ 92 113  99  97  17  44  92 100  99 165  17 152  92  48  99 105  17 152
  92  48  99 105  17 152  92  48  99 105 150 127 127 127]",[150 127 150 150 150 150 116 116]
"[ 74 145  52 171  22 162  56   2  38 122 139 168  70 181  48 181 155 127
 181  70  18 155  70 127  70  93  18  70 155 162  70 124]",[124 144  47 123 124  15  47 123]
"[ 80  89 168  67 128  59 110 104 154 128  91 137  89  73 154 147 104 110
  59  67 147 129  67  44 168  80 128 142  21   2  46 128]",[ 69  44  80 142 147  21   2  46]
"[ 56 123  68  11  56  42  56 160  68  11  56  42  56  68 160  56  42  89
  56  68 123  56  42  93  56 123 153  92  56  42  56  28]",[ 92  56 126 124   2  68 160   2]
"[ 42 160  42  83 145  42  92  92  42  92  37  42  83 145  42  92  92  83
  42  92  37  42  83 145  42  92  92  42  92  37  42 126]",[ 92  92  42  92  37  42 126  42]
"[ 18 127  44 127   4  93   4  93   4  93 131 113 107 124 131 113 107 124
 131 113  75 157  75 157  75 157  30 157  30  34  30 157]",[ 34  30 157 153 131 153 131 153]
"[127 146 127 107 105 146 127 123  42  56 146 127 127 105  75 127 123  42
  56  75 171 127  88 127 125 105  88 127 123  42 173  88]",[ 88 127 105  29 127 123  42  56]
"[ 56  70 106  70 106  70 106 158  71 158  71  72  71  71 158  71  29 159
  29  49  29  49  80  52 168  50 102 169 168 102 164 162]",[164 154  38 154  42  35 164  56]
"[ 52 171 160  76  56 123 145 171  42  56  38 123 171  38  11 139  38  28
 172  38  17 139  46  28 122  56  17  38  76 165   2  56]",[ 38   2 117 122  76 160   2  38]
"[107  91 107 159  88 135  88 159 159 135 107 159  91 107  91 107 159  88
 135  88 159 159 135 107  39 153  78 107 153  39  78 153]",[ 39  39  78 107  39 153  78 107]
"[160 103 117  97  89 103 160   8 117  97  89   8 160 116 117 123  89 116
 160 103 117 123  89 103 160  51 117 180  28  51 160 103]",[180  28 103 160 150 117 123  89]
"[ 28 153  92  56 145  38 131  28  38 145 123  38 131 113  38 126 181   2
 124 106 180   2 126   2 124 106 180   2 172  80 107  97]",[172 165  80 107 105  80  80 180]
"[ 99  54 117  52  22  99 117 170 171  99 126  52 170 127 117 171  56  21
 117  56 171 170 171  56 171  44 117  56  21 139 117  21]",[171  56  21  46 105 117  21 139]
"[152 165  19 165 165  10 152 165  10 127 123 112  18  18  18  18  18  20
 155 155 105 105  72 181 181 140 152 165 165 165 140 152]",[165 165 175 100 100 100  61 105]
"[136  17 165 136 152 165  29  17  60   1  71 116 144  47  50  55 148  60
 144  60 144  60 161 144 159  60 161 144 120  46 116 144]",[  5 159  79  55  79  55 129  55]
"[132  38  46  56  29 162 172 171 136  52 145 136  50 129  52 145  50  18
  42  11  17 152  42  17  42 172  42  17 165  42 165  17]",[165 172 165  42  42 165 172  42]
"[125 116 150 157   6   6 174 174 174 174  30  30  16  16  16  16  64  64
  30  30  30  30  34 161   4 131  64  64  30  30  30  30]",[161   4 131 168 123  22 131  28]
"[171  76 170 160 171  56  52 171   2 170 123 160 171  56 171 170  42 170
  42 160  89 157 160  42 170  42 160  89 160  42  89 157]",[ 42 170  42 160  89 160  42  15]
"[ 29  49 120 120 120 120  10  10  60  88  10  10  49  96  49  96  49  96
 146  96 159 159 159 159 159 159 159 159 136  49 116  49]",[ 49 116  49  25  25 136  96 159]
"[ 76  47  16  22  16  22 119  97 130   6  53 163 130 104  44 151 164 110
 151 110 120 113 101 147  53   6 130 147 119  98  15 143]",[ 34 143  34 178 143  44  65  92]
"[ 91  21  21  76 133  38  38  76   2   2  76  46  46  88   2   2  88  46
  46  16  16   2   2  16  16  46  46  25 151  76  76 143]",[ 76  76 151  89  99  17  89  97]
"[ 59 148   0 119 130 118   0  53  69  98  77  98  55  69  77  69  53 101
  69 148  55 163  61 156  24  24 143  15  97  91  25 174]",[172  91 174  53  69  98  87  55]
"[ 22  79  79 162  79 102  38 105  80 139  80 162 140 140 172 140 171 140
 140 172 140  80  46 181 142 122 142  76  79  79 162  79]",[ 79  79 169  79 144 105  61 156]
"[158 144  87  90 129 158 144  87  90 107 179  12  33 107 179  12  51  33
  90 107 179  12  33 107 179  12  33 103  71 146 132 141]",[146 132 141  90 116 136 159  29]
"[ 25 151  25  91 174  25  67   6  82  69  69 147  69  69  16  87  69  21
  38  38  46  76  76  22 172 156 172 101 169 171  25  25]",[ 25  91 174  62  62  62  62 146]
"[139 122  38  46  11  56  46 139  50 142 139 102 171 102 124  80 139  11
  80 139  99 122  30 157  56  21 157  56  21 157  21 131]",[ 21 131 157  21  72 112  72 112]
"[ 13 142  89  97  67  61 142  97  67  61 168  97 139  61 142  21 123 168
  30  21 123 168  47 139  69 142  47  21   2 180 139  78]",[180 139  97  80  99   2  97  80]
"[ 99 126 171  76   2 139 159  39  50  47 126 180  92 113  37 100 180  57
  14  78  14  78  14  78  14  78  14  78  14  78 135  78]",[ 22 169 126 169  22  56   2 142]
"[  2   2  74 122   2 162 162   2 162  52  34 118 110 124  35 110 102 102
  74 110 102 122 122 102 122   2   2  74 122   2 162 162]",[162  52  34 118  12  12 118 118]
"[  8  25   8 170  71  25  71  25   8 161   8   8  51   8  39  71 159  71
 159   8  58   8  58  51   8  39   8 159   8 159 161  58]",[58  8  8 71  8 71  8  8]
"[ 37  92 126 180  37  92 126  42 126  11 126  12 180 160  78  11 126 176
 180 160  11  33 160  11  27 126  68 180 160  34  11 126]",[180 160  11 126 180 160  11 126]
"[ 51 120  33   8  46  79   2  21 142 177  51 120  33   8 120  79  33   8
  58 177  51 120  33   8  79  79 169 169 169 169 169 169]",[169 169 169 169  13 171 171 171]
"[170 172  37  46  21 170 172  67  46  21 170 172  46  21 170 162  97  46
  21 170 162  46  21 170 162  47  46  21 170 162  76  38]",[169  15  76  38 145 169  76  38]
"[139 142 139  80  29 139  80  82 102  80 102 148  80 148 139  59 148  82
 148 102  80  42 145 139 122  38  17  46  56  46 132  56]",[162 122 146  38 146  46  56 152]
"[ 80 139 122 132  38  46  56  29 162 172 171 136  52 145 136  50 129  52
 145  50  15  42  11 169  37 172  17 169  37 145  15  42]",[ 17 165  37 100  17 165  37 100]
"[172  17 172  17 142 169  38 145  38 145 122  52 172  17 172  17  38 145
  56  42  38 145  56  42  46 144 172  46  52  17  38 136]",[ 38 172  17 122  88  38 122  46]
"[117 162  56  18  46 136 159 165 136  37 165  37 143  98  53  25 143  25
 143  98 148  29 165  29  37 165  37 143  98  53  25 143]",[143  98 148  29  53 165  29  37]
"[ 56  37 124 169 126 162 160 171 126 171 180 126  11 126  97  99 160  52
 123  28  92  42  92  28  92  28  92  42  92  28 127  52]",[ 11 160 170  11 160  22  28  42]
"[ 89 157 117  89 157 123  89 135  54  28 174  93  28   3 117  28  43  97
  28  42 127 123 125  44 123 125 117 123 125 123 123  88]",[123  88 165 123  94 135  54 180]
"[ 92  59 101  69  59 165  69 113  59 179  44  67 179 100  67 165 179 113
  67  97  69 113  59  69 113  59  69 113  59 179  89  67]",[ 37  67  17 179  92  67  99  69]
"[153  46 124 144 106  56  93  42 153  52  22  42 122  93  52   4  22  56
  52  46 124  50 106  52 162  50 162  56 100 145  37 162]",[ 18 145  15 162  56 100 145  37]
"[ 24 180  47  97  47  97 124  97 124  51 113  51  97  51 113 130  91 101
  91  43 101  43  24  43  24  51 174  51  24  51 174  24]",[174 156 135 174 135 130 135 130]
"[ 66  89 174 139 143 113  38 142  34 139 142 113 143  34  21 168 124 139
 129 124 142 129  87  91  97 172  76 174  46  76  97  69]",[ 41  97 172  76 174  46  76  97]
"[179  60  77  55  16  78  27 176 132 140  49  25  67   6  82  69  69 147
  69  87  69  21  46  22 172 156 172 101 169 171  25  25]",[ 25  91 174  25  67   6  82  69]
"[ 56  28 153  92  56 126 124   2  68 160   2 126 180   2  68 160   2 171
  97 160 139 107  99 139   3 126 160 139 135  52 139  30]",[170 139  75 171  82 153  22  82]
"[ 25  99  17  37  89 151 180  19  47  97  21  46  22  48  46 168  46  22
 113  46  21  80  46 172  47  46   2 142  22 169 180  22]",[142  22 169  37  22  46  21  22]
"[ 29  49  29  49  10  49  17  30  17  52  56  50 118  69 118  69  70 129
  70 129 172 158  11 144  17 148 160 148 132 148 132 148]",[148 145 112  94 144 160 148 160]
"[173 173 139 148 112 112 139 148 112 112 112 112 112  10  29 145 145  38
 145 145 145  38  92 145  42 145  92 145  46  42 145  56]",[145  42 145  56  17 145  42 145]
"[ 68 125 120  75  68 125 120  98  36  98  71  36  98  36  71  25 174  25
   8 174  25 174   8 125  87 125  90  87 125  87  90  55]",[ 55  90  87 158  87  90 174  43]
"[125 124  98 143  99  97  99  67  97  76  99  67  97  82 123  56  42  82
 123  34 123  68 153  42  68 153 123 125 153  42 153 123]",[ 42  20 123  20  42  20 123  20]
"[171  54 160   3 117 160   3 180 160  28 160 171  54 160   3 117 160   3
 180 160   3  28 160 170 127  89 157 117  89 157 123  89]",[ 89  89 171  48  92 123  92  57]
"[171 139 171  82 139  21  21 170 139  21  56  56  42  21  56 171 171 160
  56 171 170 170  89 171 170  42  42 123 170  42 160  42]",[145  42  92  92  42  92  37  42]
"[130   6  53 163 130 104  44 151 164 110 151 110 120 113 101 147  53   6
 130 147 119  98  15 143 178  34 143  34 178 143  44  65]",[ 89  99 119 130  17   6 135  53]
"[ 89  89  89  89  89  89  89  89  89  89 117 117 117 117 117 117 117 117
 117 117 117  52 129 117  93  93  93  93  93  34  93  93]",[181 144 144 144 144 144 144 144]
"[ 50  47  89  92 117  89  93  22  44  22  33  92 126  52 126  92 126  92
 126  52  57 126  44  92  93  22  93  92 126  52 126  92]",[ 92 126 162  52  93 126 117  92]
"[127 180  37  92  37 180  37 180  37  92  18  37  57 180 127 126 181 180
 160  11 160 180 160 180 160  11 160 180 126  48 180  37]",[ 37 180  37 180 181  37  48  42]
"[ 87 114  33  86  33  86  43 176  36  78  43 176  36  78  43 176  33 135
  43 176  98  33  43 176  36  78  43 176  43 176 125  14]",[135 176 135  33  36  78  43 176]
"[162  37  76 169 115   2  52  76  89  22 170  22  50  22 170  76  37  22
 145  22  99  22 145  76  87  22 172 170  22  76   6  46]",[ 22  69  17  37  46  89 142 180]
"[120  47  17  89  51  17  51  15  99  17  99  90  15  50 160  50  71  97
  17  15  17 120  47  17  89  51  17  51  15  99  17  99]",[ 15  50 160  50  80  90   2  38]
"[ 86  50  67 126  86 170  67 169  86 126 168  86 170 168 126  86  50 168
  99 158  92 168 158  92 168 158  92 168 158  11  59 158]",[ 59 158 162  59  86  76 110  86]
"[155  93  52 155 127 129 181 129  28 131  92 129  11 124 129 181 124 129
  28   3  17 129  37  40 180 179  28  40  15  18  40 181]",[143  71  49 118 132 143  91  49]
"[ 63 155 172  49  63  19 155  46  60  19  63 155  56  49  63  19 155  46
  60  19  63 155  56  49  63  19  60  19  19  19  19  19]",[19 46 19 19 19 19 21 19]
"[102  80  17 144  73 136  29  38   5  94 141  10  38  56  38  80  29  80
  10  82 110  62 164  35   9 146 136  94 141 176 176  62]",[  1 111  82 136  29 148  64 132]
"[ 44  18  44  18  44  18  44  71  18  44  18  44  18  44  18  44  51  18
  44  18  44  18  44  18  44 120  18  44  18  44  18  44]",[44 90 18 44 18 44 18 44]
"[126  33  52  90 126  11 103  18 160  42 103 145 116  42 160  39  93  28
  92  39 145 116  92  28  90 124  28  11 126  11  28  90]",[107 162  90  12  90  52 120 162]
"[ 43  51  24 174  24 174  43 101  43  24  43  24  51 174  51  24  51 174
 121 135 174 135  24  43  24 174  24 174  51 135  51 174]",[135  30 157 176  43   8 157 176]
"[ 46 148  46  11  46  11  46  87  21  11  38  46  11  21  46  87  46  11
  46  11  59  87  59  11  59  11  46 129 170  56 129 170]",[129 170  59  69 170  82  69 170]
"[126  42  92  92  42  92  37 126 117  99 160 171 126  99 169  97 126  99
 170 123  42 160  56 113 170  42  22 123 170  42  22 180]",[ 42 171 126  99 171 126  99 171]
"[103   0 103  79  58  79  58  58  79  79   8   8  13  13  71  71 140 140
 159 159 140 140  58  58  26  26 161 161  70  70  90  90]",[ 70 159 159 115 115 103 103  62]
"[ 92  51  97  89 160  51  99  39 123  89 160  39  42  51  97  89 160  51
  99  51  97  89 160  51  99  51  97  89  37  51  99  51]",[15 37 51 99 21 44 17 99]
"[145  37 178  92  37  79 100  37  11  37  50  37  11  37 170 108 145 170
  40 169  97  37  61  99  37  55 145  37  61  99  37 155]",[ 79  37  47 144  11  47   0  17]
"[ 99  97  50  47  99  97  50  47  22  92  46  50  76  99  22  92 170  89
  50  47  92 113  50  47  92 113  50  47  92 113  50  47]",[ 11  42  88  50 145  52  88 143]
"[127 105 127 181 152  54 152  54 152 127  57 165 177 103 177 103  71  62
 136 103 159 103 103 177  43 103 103 161 177 177 103 103]",[ 62  62 136 103 103 159 103 103]
"[ 38  18   2  57 122  76 117   2  38 127  56 162 117 172 171 113  52 145
  97 126 145 123  42 145  15 171 145 180  42 145 123 172]",[124  11 126 180 172 126 160  11]
"[ 56 145  56 169  38  56 172  17  56 172  56 169  80  56  56  17  80  56
  80 169  82  80 147  39  69  69  69  69  69  69  69  69]",[ 69 174 174 174 174  69  69  69]
"[ 41  77 121   0  60 121 121   0   0  50 121 121   0  55  20  20 133 156
 178 178 133 174 147  69 147 147  69  26  26  87 147  87]",[143 134 143 134 125  20 125  20]
"[129  42  50  15 145  47  52 123 171 124 172 165 162  56  46  38 122 139
  80 102  82  59 164  59  82 102  80 139 122  38  46  56]",[172 171 172  17  42 123 162  11]
"[126  92  37 180  84 113 180  37  98 180  37  92 147  92  22 170  50  92
  89 147  47 113  44  87 113  47  89 104  87 137 137 154]",[ 95 104  87 137 137 104 128  73]
"[ 76  21  21 147  59 168  21  46  22 170 147  22  46  22  87  46  21  21
 151 104  67  80  21  76 172  25 170  99 170  91 172  76]",[ 91  21  21  46 142 142  76  91]
"[ 84  84 180 177  84  45  84  14  84 177  84 177  84 177 177 177  45 177
 160 177 177 177 177 177 177  84 177  84 177  84 177  84]",[ 84 180 177  84  45  84  14  84]
"[ 46  38 122 144 142  80 102  88  82  59  88 164 143  35 154  73  49 144
  73  88 154  35  88 164 143  59  82 102  49  80 142 122]",[ 38  46  56  88 162 172  88 169]
"[125 123 125  30 122  25  97  25 128  16 113 168 138 125  89 174  43  97
  98 125 174  98  43  97  56 133 156  38  66  89 174  66]",[174  76 160 177  76 160 177  76]
"[ 90 126 145 120  17 172  51 126 145  17 172 140 126 145  17 172 126 145
  17  22 116 145 170  71  92  22 120 145 170  92  22 147]",[170  92  22 145 170  92  56  71]
"[ 76  99 170 172  76  99 170 172  76  25  76 170 109 171  76 160 143  99
  76 170 170 171 172 160  17  99  99 170 170 171 172 160]",[ 99  99 171 170  76 172  99  17]
"[ 55 129  55 129  55 129  60 144 130  60 130  60 129  55  60 144  60 144
 129  55 129  55 129  55  60 144  55 148   5 120   5 120]",[120   5 120 148  60 144 144  88]
"[180 126  11 126  97  99 160  52 123  28  92  42  92  28  92  28  92  42
  92  28 127  52 123  11 160 170  11 160  22  28  42  11]",[89 42 11 52 93 28 92 42]
"[ 98  36  71  25 174  25   8 174  25 174   8 125  87 125  90  87 125  87
  90  55  55  55  90  87 158  87  90 174  43 174  51  43]",[ 43  51 174  24 174  51  24 156]
"[108 145  52  40 169  40 100  37  40  11  37  40  50  37  40  11  37  98
 100  37 178  92  37 178 145  37 178  92  37  79 100  37]",[ 37  50  37  11  37 108 145  79]
"[146  90 132 103 146  71  38 120 146  51 112  90 140  49 140  49 140  49
 140  49 140  49 140  49 140  49 140  49 140  49  79  55]",[55 79 55 79 55 79 55 79]
"[ 28  17  28  46  50  56 169 165  17 168 145  17  80 145 172 142  47  17
  50  17 122  52  56 145  93  28 142  42  28 122  92  52]",[124  28  11  28  46  50 145  38]
"[ 19  19  19  21  19  19  21  19  19  38  19  19  21  19  19 142  19  19
  80  19  19 151 151 142  21 142 142  77  77 142 134 134]",[133  38 133  21  21  80 142  21]
"[136 144 136 143  64 153  28 153 145  28 145 136 143 118 144 136 144 136
 143  64 153  28 153 145  28 145 153 118 153 118  88 124]",[126 124 126  88  12  88  12 146]
"[ 97 147 113 147 113  84 180  84 180   5  47   5  47  77  37  77  37  79
  65  79  65  75  55 156  24 169  37 172  17 169  37 145]",[ 99  97 169  37  38 145  38 145]
"[ 11 163 146  12 141 118  31  31  31  88  88  49  49 179 179  29  29 135
 135 179 179 176 176  86  86  88  88  49  49 179 179  29]",[135 135 179 179 176 176  86  86]
"[130  88  91  98  88  98  88  86  91 144 130 144 130 144 130 144 130 144
 130 144 130 144 130 107   1 107   1 107   1 107   1 107]",[107  39 107  39 107  39 136  53]
"[169  22  56   2 142  90  51 176 169  37 171 160 126 180  99  97 160 117
  12 176  12 176  12 176  96 146  96 146  96 146 132  49]",[172 145  99 172  97  76 165  38]
"[  2  43  42   2  43  99   2 125 123  92 139 125  89 139 125  37 139  92
  43 180 160   2  43  37   2  43 160   2  36  92 180   2]",[  2  36  11   2 177  43 126 111]
"[ 46  52  38 122  50 142 139 145  80 139  52  80 102 169  80 142 145 122
  80  52 142 122 172  38  46 144  17  28  47 169  37 172]",[162  11  76  99  56  42  46  50]
"[ 82  38 164  82  46  52  80  46  80  60  59  80  38 145  80  38  80  29
  82  80  38 145 102 139  38  68  46 162 169  37 172  17]",[ 37 145  15  42 123  17 165  37]
"[ 36 152 142 165  50 120  46 172 159  52 172 120  80 122  51  46  40  90
 162  91  58  76 129 161  46 156  71  38   5  97 122  99]",[ 97 122  99  55 124 142  11  55]
"[170  69 126  69  50  22  69 172  69 169 170  69 174  21 174   2  46 168
  69  80 142  21  69 174  21 174  80 174 168  67 174  59]",[110 104 174  87  80  87 168  67]
"[171 139 162  35  42 164 145  35  42 164 145  82 172  80  56  82 172  80
  56  59 145  52 102 171 172 139  22 162  38  22 162  82]",[162  80  56  46   2  38  73   2]
